Ausbildungsfeld,Canton,Ausbildungstyp,Geschlecht_Total,Geschlecht_Vollschulisch,Geschlecht_Dual,Mann_Total,Mann_Vollschulisch,Mann_Dual,Frau_Total,Frau_Vollschulisch,Frau_Dual
Wirtschaft und Verwaltung,AI,EFZ,15,0,15,6,0,6,9,0,9
Wirtschaft und Verwaltung,AI,EBA,0,0,0,0,0,0,0,0,0
Wirtschaft und Verwaltung,AI,nReglementiert,0,0,0,0,0,0,0,0,0
Wirtschaft und Verwaltung,SG,abt-total,822,2,820,285,0,285,537,2,535
Wirtschaft und Verwaltung,SG,EFZ,822,2,820,285,0,285,537,2,535
Wirtschaft und Verwaltung,SG,EBA,0,0,0,0,0,0,0,0,0
Wirtschaft und Verwaltung,SG,nReglementiert,0,0,0,0,0,0,0,0,0
Wirtschaft und Verwaltung,GR,abt-total,280,0,280,97,0,97,183,0,183
Wirtschaft und Verwaltung,GR,EFZ,280,0,280,97,0,97,183,0,183
Wirtschaft und Verwaltung,GR,EBA,0,0,0,0,0,0,0,0,0
Wirtschaft und Verwaltung,GR,nReglementiert,0,0,0,0,0,0,0,0,0
Wirtschaft und Verwaltung,AG,abt-total,897,0,897,297,0,297,600,0,600
Wirtschaft und Verwaltung,AG,EFZ,897,0,897,297,0,297,600,0,600
Wirtschaft und Verwaltung,AG,EBA,0,0,0,0,0,0,0,0,0
Wirtschaft und Verwaltung,AG,nReglementiert,0,0,0,0,0,0,0,0,0
Wirtschaft und Verwaltung,TG,abt-total,309,0,309,100,0,100,209,0,209
Wirtschaft und Verwaltung,TG,EFZ,309,0,309,100,0,100,209,0,209
Wirtschaft und Verwaltung,TG,EBA,0,0,0,0,0,0,0,0,0
Wirtschaft und Verwaltung,TG,nReglementiert,0,0,0,0,0,0,0,0,0
Wirtschaft und Verwaltung,TI,abt-total,726,394,332,335,203,132,391,191,200
Wirtschaft und Verwaltung,TI,EFZ,726,394,332,335,203,132,391,191,200
Wirtschaft und Verwaltung,TI,EBA,0,0,0,0,0,0,0,0,0
Wirtschaft und Verwaltung,TI,nReglementiert,0,0,0,0,0,0,0,0,0
Wirtschaft und Verwaltung,VD,abt-total,1059,0,1059,365,0,365,694,0,694
Wirtschaft und Verwaltung,VD,EFZ,1041,0,1041,365,0,365,676,0,676
Wirtschaft und Verwaltung,VD,EBA,0,0,0,0,0,0,0,0,0
Wirtschaft und Verwaltung,VD,nReglementiert,18,0,18,0,0,0,18,0,18
Wirtschaft und Verwaltung,VS,abt-total,358,0,358,107,0,107,251,0,251
Wirtschaft und Verwaltung,VS,EFZ,337,0,337,107,0,107,230,0,230
Wirtschaft und Verwaltung,VS,EBA,0,0,0,0,0,0,0,0,0
Wirtschaft und Verwaltung,VS,nReglementiert,21,0,21,0,0,0,21,0,21
Wirtschaft und Verwaltung,NE,abt-total,218,0,218,61,0,61,157,0,157
Wirtschaft und Verwaltung,NE,EFZ,195,0,195,60,0,60,135,0,135
Wirtschaft und Verwaltung,NE,EBA,0,0,0,0,0,0,0,0,0
Wirtschaft und Verwaltung,NE,nReglementiert,23,0,23,1,0,1,22,0,22
Wirtschaft und Verwaltung,GE,abt-total,1075,592,483,592,382,210,483,210,273
Wirtschaft und Verwaltung,GE,EFZ,1027,592,435,577,382,195,450,210,240
Wirtschaft und Verwaltung,GE,EBA,0,0,0,0,0,0,0,0,0
Wirtschaft und Verwaltung,GE,nReglementiert,48,0,48,15,0,15,33,0,33
Wirtschaft und Verwaltung,JU,abt-total,103,1,102,25,0,25,78,1,77
Wirtschaft und Verwaltung,JU,EFZ,103,1,102,25,0,25,78,1,77
Wirtschaft und Verwaltung,JU,EBA,0,0,0,0,0,0,0,0,0
Wirtschaft und Verwaltung,JU,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,,abt-total,1784,520,1264,1637,473,1164,147,47,100
Informatik,,EFZ,1689,438,1251,1549,398,1151,140,40,100
Informatik,,EBA,25,12,13,22,9,13,3,3,0
Informatik,,nReglementiert,70,70,0,66,66,0,4,4,0
Informatik,ZH,abt-total,413,43,370,388,40,348,25,3,22
Informatik,ZH,EFZ,366,4,362,344,4,340,22,0,22
Informatik,ZH,EBA,8,0,8,8,0,8,0,0,0
Informatik,ZH,nReglementiert,39,39,0,36,36,0,3,3,0
Informatik,BE,abt-total,263,42,221,230,36,194,33,6,27
Informatik,BE,EFZ,251,30,221,221,27,194,30,3,27
Informatik,BE,EBA,12,12,0,9,9,0,3,3,0
Informatik,BE,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,LU,abt-total,78,19,59,74,18,56,4,1,3
Informatik,LU,EFZ,59,0,59,56,0,56,3,0,3
Informatik,LU,EBA,0,0,0,0,0,0,0,0,0
Informatik,LU,nReglementiert,19,19,0,18,18,0,1,1,0
Informatik,UR,abt-total,0,0,0,0,0,0,0,0,0
Informatik,UR,EFZ,0,0,0,0,0,0,0,0,0
Informatik,UR,EBA,0,0,0,0,0,0,0,0,0
Informatik,UR,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,SZ,abt-total,9,0,9,8,0,8,1,0,1
Informatik,SZ,EFZ,9,0,9,8,0,8,1,0,1
Informatik,SZ,EBA,0,0,0,0,0,0,0,0,0
Informatik,SZ,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,OW,abt-total,4,0,4,3,0,3,1,0,1
Informatik,OW,EFZ,4,0,4,3,0,3,1,0,1
Informatik,OW,EBA,0,0,0,0,0,0,0,0,0
Informatik,OW,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,NW,abt-total,4,0,4,4,0,4,0,0,0
Informatik,NW,EFZ,4,0,4,4,0,4,0,0,0
Informatik,NW,EBA,0,0,0,0,0,0,0,0,0
Informatik,NW,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,GL,abt-total,3,0,3,3,0,3,0,0,0
Informatik,GL,EFZ,3,0,3,3,0,3,0,0,0
Informatik,GL,EBA,0,0,0,0,0,0,0,0,0
Informatik,GL,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,ZG,abt-total,62,0,62,57,0,57,5,0,5
Informatik,ZG,EFZ,61,0,61,56,0,56,5,0,5
Informatik,ZG,EBA,1,0,1,1,0,1,0,0,0
Informatik,ZG,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,FR,abt-total,59,38,21,55,35,20,4,3,1
Informatik,FR,EFZ,59,38,21,55,35,20,4,3,1
Informatik,FR,EBA,0,0,0,0,0,0,0,0,0
Informatik,FR,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,SO,abt-total,45,0,45,43,0,43,2,0,2
Informatik,SO,EFZ,45,0,45,43,0,43,2,0,2
Informatik,SO,EBA,0,0,0,0,0,0,0,0,0
Informatik,SO,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,BS,abt-total,33,0,33,28,0,28,5,0,5
Informatik,BS,EFZ,33,0,33,28,0,28,5,0,5
Informatik,BS,EBA,0,0,0,0,0,0,0,0,0
Informatik,BS,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,BL,abt-total,38,0,38,33,0,33,5,0,5
Informatik,BL,EFZ,35,0,35,30,0,30,5,0,5
Informatik,BL,EBA,3,0,3,3,0,3,0,0,0
Informatik,Bl,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,SH,abt-total,17,0,17,17,0,17,0,0,0
Informatik,SH,EFZ,17,0,17,17,0,17,0,0,0
Informatik,SH,EBA,0,0,0,0,0,0,0,0,0
Informatik,SH,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,AR,abt-total,5,0,5,4,0,4,1,0,1
Informatik,AR,EFZ,5,0,5,4,0,4,1,0,1
Informatik,AR,EBA,0,0,0,0,0,0,0,0,0
Informatik,AR,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,AI,abt-total,2,0,2,2,0,2,0,0,0
Informatik,AI,EFZ,2,0,2,2,0,2,0,0,0
Informatik,AI,EBA,0,0,0,0,0,0,0,0,0
Informatik,AI,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,SG,abt-total,73,0,73,69,0,69,4,0,4
Informatik,SG,EFZ,73,0,73,69,0,69,4,0,4
Informatik,SG,EBA,0,0,0,0,0,0,0,0,0
Informatik,SG,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,GR,abt-total,26,0,26,22,0,22,4,0,4
Informatik,GR,EFZ,26,0,26,22,0,22,4,0,4
Informatik,GR,EBA,0,0,0,0,0,0,0,0,0
Informatik,GR,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,AG,abt-total,93,12,81,87,12,75,6,0,6
Informatik,AG,EFZ,81,0,81,75,0,75,6,0,6
Informatik,AG,EBA,0,0,0,0,0,0,0,0,0
Informatik,AG,nReglementiert,12,12,0,12,12,0,0,0,0
Informatik,TG,abt-total,29,0,29,28,0,28,1,0,1
Informatik,TG,EFZ,28,0,28,27,0,27,1,0,1
Informatik,TG,EBA,1,0,1,1,0,1,0,0,0
Informatik,TG,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,TI,abt-total,65,22,43,58,17,41,7,5,2
Informatik,TI,EFZ,65,22,43,58,17,41,7,5,2
Informatik,TI,EBA,0,0,0,0,0,0,0,0,0
Informatik,TI,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,VD,abt-total,165,99,66,159,97,62,6,2,4
Informatik,VD,EFZ,165,99,66,159,97,62,6,2,4
Informatik,VD,EBA,0,0,0,0,0,0,0,0,0
Informatik,VD,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,VS,abt-total,53,30,23,49,28,21,4,2,2
Informatik,VS,EFZ,53,30,23,49,28,21,4,2,2
Informatik,VS,EBA,0,0,0,0,0,0,0,0,0
Informatik,VS,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,NE,abt-total,111,101,10,97,87,10,14,14,0
Informatik,NE,EFZ,111,101,10,97,87,10,14,14,0
Informatik,NE,EBA,0,0,0,0,0,0,0,0,0
Informatik,NE,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,GE,abt-total,121,103,18,107,93,14,14,10,4
Informatik,GE,EFZ,121,103,18,107,93,14,14,10,4
Informatik,GE,EBA,0,0,0,0,0,0,0,0,0
Informatik,GE,nReglementiert,0,0,0,0,0,0,0,0,0
Informatik,JU,abt-total,13,11,2,12,10,2,1,1,0
Informatik,JU,EFZ,13,11,2,12,10,2,1,1,0
Informatik,JU,EBA,0,0,0,0,0,0,0,0,0
Informatik,JU,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,,abt-total,4730,550,4180,4359,485,3874,371,65,306
Maschinenbau und Metallverarbeitung,,EFZ,4326,504,3822,4023,441,3582,303,63,240
Maschinenbau und Metallverarbeitung,,EBA,403,46,357,335,44,291,68,2,66
Maschinenbau und Metallverarbeitung,,nReglementiert,1,0,1,1,0,1,0,0,0
Maschinenbau und Metallverarbeitung,ZH,abt-total,589,22,567,562,22,540,27,0,27
Maschinenbau und Metallverarbeitung,ZH,EFZ,555,19,536,528,19,509,27,0,27
Maschinenbau und Metallverarbeitung,ZH,EBA,34,3,31,34,3,31,0,0,0
Maschinenbau und Metallverarbeitung,ZH,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,BE,abt-total,684,136,548,648,128,520,36,8,28
Maschinenbau und Metallverarbeitung,BE,EFZ,606,94,512,577,88,489,29,6,23
Maschinenbau und Metallverarbeitung,BE,EBA,78,42,36,71,40,31,7,2,5
Maschinenbau und Metallverarbeitung,BE,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,LU,abt-total,241,0,241,234,0,234,7,0,7
Maschinenbau und Metallverarbeitung,LU,EFZ,222,0,222,215,0,215,7,0,7
Maschinenbau und Metallverarbeitung,LU,EBA,19,0,19,19,0,19,0,0,0
Maschinenbau und Metallverarbeitung,LU,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,UR,abt-total,45,0,45,44,0,44,1,0,1
Maschinenbau und Metallverarbeitung,UR,EFZ,44,0,44,43,0,43,1,0,1
Maschinenbau und Metallverarbeitung,UR,EBA,1,0,1,1,0,1,0,0,0
Maschinenbau und Metallverarbeitung,UR,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,SZ,abt-total,66,0,66,64,0,64,2,0,2
Maschinenbau und Metallverarbeitung,SZ,EFZ,63,0,63,61,0,61,2,0,2
Maschinenbau und Metallverarbeitung,SZ,EBA,3,0,3,3,0,3,0,0,0
Maschinenbau und Metallverarbeitung,SZ,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,OW,abt-total,30,0,30,29,0,29,1,0,1
Maschinenbau und Metallverarbeitung,OW,EFZ,29,0,29,28,0,28,1,0,1
Maschinenbau und Metallverarbeitung,OW,EBA,1,0,1,1,0,1,0,0,0
Maschinenbau und Metallverarbeitung,OW,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,NW,abt-total,37,0,37,35,0,35,2,0,2
Maschinenbau und Metallverarbeitung,NW,EFZ,36,0,36,34,0,34,2,0,2
Maschinenbau und Metallverarbeitung,NW,EBA,1,0,1,1,0,1,0,0,0
Maschinenbau und Metallverarbeitung,NW,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,GL,abt-total,41,0,41,40,0,40,1,0,1
Maschinenbau und Metallverarbeitung,GL,EFZ,39,0,39,38,0,38,1,0,1
Maschinenbau und Metallverarbeitung,GL,EBA,2,0,2,2,0,2,0,0,0
Maschinenbau und Metallverarbeitung,GL,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,ZG,abt-total,55,0,55,52,0,52,3,0,3
Maschinenbau und Metallverarbeitung,ZG,EFZ,54,0,54,51,0,51,3,0,3
Maschinenbau und Metallverarbeitung,ZG,EBA,1,0,1,1,0,1,0,0,0
Maschinenbau und Metallverarbeitung,ZG,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,FR,abt-total,136,12,124,131,12,119,5,0,5
Maschinenbau und Metallverarbeitung,FR,EFZ,136,12,124,131,12,119,5,0,5
Maschinenbau und Metallverarbeitung,FR,EBA,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,FR,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,SO,abt-total,215,13,202,188,9,179,27,4,23
Maschinenbau und Metallverarbeitung,SO,EFZ,200,13,187,177,9,168,23,4,19
Maschinenbau und Metallverarbeitung,SO,EBA,15,0,15,11,0,11,4,0,4
Maschinenbau und Metallverarbeitung,SO,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,BS,abt-total,74,25,49,71,24,47,3,1,2
Maschinenbau und Metallverarbeitung,BS,EFZ,68,24,44,65,23,42,3,1,2
Maschinenbau und Metallverarbeitung,BS,EBA,6,1,5,6,1,5,0,0,0
Maschinenbau und Metallverarbeitung,BS,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,BL,abt-total,164,0,164,158,0,158,6,0,6
Maschinenbau und Metallverarbeitung,BL,EFZ,146,0,146,140,0,140,6,0,6
Maschinenbau und Metallverarbeitung,BL,EBA,18,0,18,18,0,18,0,0,0
Maschinenbau und Metallverarbeitung,Bl,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,SH,abt-total,67,0,67,62,0,62,5,0,5
Maschinenbau und Metallverarbeitung,SH,EFZ,62,0,62,57,0,57,5,0,5
Maschinenbau und Metallverarbeitung,SH,EBA,5,0,5,5,0,5,0,0,0
Maschinenbau und Metallverarbeitung,SH,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,AR,abt-total,21,0,21,21,0,21,0,0,0
Maschinenbau und Metallverarbeitung,AR,EFZ,21,0,21,21,0,21,0,0,0
Maschinenbau und Metallverarbeitung,AR,EBA,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,AR,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,AI,abt-total,12,0,12,12,0,12,0,0,0
Maschinenbau und Metallverarbeitung,AI,EFZ,12,0,12,12,0,12,0,0,0
Maschinenbau und Metallverarbeitung,AI,EBA,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,AI,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,SG,abt-total,479,0,479,450,0,450,29,0,29
Maschinenbau und Metallverarbeitung,SG,EFZ,438,0,438,413,0,413,25,0,25
Maschinenbau und Metallverarbeitung,SG,EBA,41,0,41,37,0,37,4,0,4
Maschinenbau und Metallverarbeitung,SG,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,GR,abt-total,67,0,67,64,0,64,3,0,3
Maschinenbau und Metallverarbeitung,GR,EFZ,66,0,66,63,0,63,3,0,3
Maschinenbau und Metallverarbeitung,GR,EBA,1,0,1,1,0,1,0,0,0
Maschinenbau und Metallverarbeitung,GR,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,AG,abt-total,354,0,354,336,0,336,18,0,18
Maschinenbau und Metallverarbeitung,AG,EFZ,335,0,335,317,0,317,18,0,18
Maschinenbau und Metallverarbeitung,AG,EBA,19,0,19,19,0,19,0,0,0
Maschinenbau und Metallverarbeitung,AG,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,TG,abt-total,168,0,168,163,0,163,5,0,5
Maschinenbau und Metallverarbeitung,TG,EFZ,161,0,161,156,0,156,5,0,5
Maschinenbau und Metallverarbeitung,TG,EBA,7,0,7,7,0,7,0,0,0
Maschinenbau und Metallverarbeitung,TG,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,TI,abt-total,110,26,84,108,26,82,2,0,2
Maschinenbau und Metallverarbeitung,TI,EFZ,108,26,82,107,26,81,1,0,1
Maschinenbau und Metallverarbeitung,TI,EBA,2,0,2,1,0,1,1,0,1
Maschinenbau und Metallverarbeitung,TI,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,VD,abt-total,326,102,224,286,84,202,40,18,22
Maschinenbau und Metallverarbeitung,VD,EFZ,289,102,187,256,84,172,33,18,15
Maschinenbau und Metallverarbeitung,VD,EBA,37,0,37,30,0,30,7,0,7
Maschinenbau und Metallverarbeitung,VD,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,VS,abt-total,141,0,141,138,0,138,3,0,3
Maschinenbau und Metallverarbeitung,VS,EFZ,132,0,132,129,0,129,3,0,3
Maschinenbau und Metallverarbeitung,VS,EBA,8,0,8,8,0,8,0,0,0
Maschinenbau und Metallverarbeitung,VS,nReglementiert,1,0,1,1,0,1,0,0,0
Maschinenbau und Metallverarbeitung,NE,abt-total,357,99,258,244,84,160,113,15,98
Maschinenbau und Metallverarbeitung,NE,EFZ,273,99,174,202,84,118,71,15,56
Maschinenbau und Metallverarbeitung,NE,EBA,84,0,84,42,0,42,42,0,42
Maschinenbau und Metallverarbeitung,NE,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,GE,abt-total,143,83,60,129,77,52,14,6,8
Maschinenbau und Metallverarbeitung,GE,EFZ,138,83,55,124,77,47,14,6,8
Maschinenbau und Metallverarbeitung,GE,EBA,5,0,5,5,0,5,0,0,0
Maschinenbau und Metallverarbeitung,GE,nReglementiert,0,0,0,0,0,0,0,0,0
Maschinenbau und Metallverarbeitung,JU,abt-total,108,32,76,90,19,71,18,13,5
Maschinenbau und Metallverarbeitung,JU,EFZ,93,32,61,78,19,59,15,13,2
Maschinenbau und Metallverarbeitung,JU,EBA,15,0,15,12,0,12,3,0,3
Maschinenbau und Metallverarbeitung,JU,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,,abt-total,3902,4,3898,3817,4,3813,85,0,85
Elektrizität und Energie,,EFZ,3681,0,3681,3598,0,3598,83,0,83
Elektrizität und Energie,,EBA,221,4,217,219,4,215,2,0,2
Elektrizität und Energie,,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,ZH,abt-total,615,0,615,603,0,603,12,0,12
Elektrizität und Energie,ZH,EFZ,580,0,580,568,0,568,12,0,12
Elektrizität und Energie,ZH,EBA,35,0,35,35,0,35,0,0,0
Elektrizität und Energie,ZH,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,BE,abt-total,466,4,462,451,4,447,15,0,15
Elektrizität und Energie,BE,EFZ,449,0,449,435,0,435,14,0,14
Elektrizität und Energie,BE,EBA,17,4,13,16,4,12,1,0,1
Elektrizität und Energie,BE,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,LU,abt-total,248,0,248,240,0,240,8,0,8
Elektrizität und Energie,LU,EFZ,234,0,234,226,0,226,8,0,8
Elektrizität und Energie,LU,EBA,14,0,14,14,0,14,0,0,0
Elektrizität und Energie,LU,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,UR,abt-total,33,0,33,32,0,32,1,0,1
Elektrizität und Energie,UR,EFZ,32,0,32,31,0,31,1,0,1
Elektrizität und Energie,UR,EBA,1,0,1,1,0,1,0,0,0
Elektrizität und Energie,UR,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,SZ,abt-total,66,0,66,64,0,64,2,0,2
Elektrizität und Energie,SZ,EFZ,61,0,61,59,0,59,2,0,2
Elektrizität und Energie,SZ,EBA,5,0,5,5,0,5,0,0,0
Elektrizität und Energie,SZ,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,OW,abt-total,25,0,25,24,0,24,1,0,1
Elektrizität und Energie,OW,EFZ,25,0,25,24,0,24,1,0,1
Elektrizität und Energie,OW,EBA,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,OW,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,NW,abt-total,23,0,23,22,0,22,1,0,1
Elektrizität und Energie,NW,EFZ,22,0,22,21,0,21,1,0,1
Elektrizität und Energie,NW,EBA,1,0,1,1,0,1,0,0,0
Elektrizität und Energie,NW,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,GL,abt-total,33,0,33,31,0,31,2,0,2
Elektrizität und Energie,GL,EFZ,33,0,33,31,0,31,2,0,2
Elektrizität und Energie,GL,EBA,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,GL,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,ZG,abt-total,78,0,78,77,0,77,1,0,1
Elektrizität und Energie,ZG,EFZ,76,0,76,75,0,75,1,0,1
Elektrizität und Energie,ZG,EBA,2,0,2,2,0,2,0,0,0
Elektrizität und Energie,ZG,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,FR,abt-total,151,0,151,147,0,147,4,0,4
Elektrizität und Energie,FR,EFZ,133,0,133,129,0,129,4,0,4
Elektrizität und Energie,FR,EBA,18,0,18,18,0,18,0,0,0
Elektrizität und Energie,FR,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,SO,abt-total,108,0,108,102,0,102,6,0,6
Elektrizität und Energie,SO,EFZ,100,0,100,95,0,95,5,0,5
Elektrizität und Energie,SO,EBA,8,0,8,7,0,7,1,0,1
Elektrizität und Energie,SO,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,BS,abt-total,144,0,144,139,0,139,5,0,5
Elektrizität und Energie,BS,EFZ,125,0,125,120,0,120,5,0,5
Elektrizität und Energie,BS,EBA,19,0,19,19,0,19,0,0,0
Elektrizität und Energie,BS,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,BL,abt-total,83,0,83,81,0,81,2,0,2
Elektrizität und Energie,BL,EFZ,69,0,69,67,0,67,2,0,2
Elektrizität und Energie,BL,EBA,14,0,14,14,0,14,0,0,0
Elektrizität und Energie,Bl,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,SH,abt-total,39,0,39,37,0,37,2,0,2
Elektrizität und Energie,SH,EFZ,39,0,39,37,0,37,2,0,2
Elektrizität und Energie,SH,EBA,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,SH,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,AR,abt-total,15,0,15,15,0,15,0,0,0
Elektrizität und Energie,AR,EFZ,15,0,15,15,0,15,0,0,0
Elektrizität und Energie,AR,EBA,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,AR,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,AI,abt-total,8,0,8,8,0,8,0,0,0
Elektrizität und Energie,AI,EFZ,8,0,8,8,0,8,0,0,0
Elektrizität und Energie,AI,EBA,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,AI,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,SG,abt-total,272,0,272,270,0,270,2,0,2
Elektrizität und Energie,SG,EFZ,258,0,258,256,0,256,2,0,2
Elektrizität und Energie,SG,EBA,14,0,14,14,0,14,0,0,0
Elektrizität und Energie,SG,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,GR,abt-total,150,0,150,146,0,146,4,0,4
Elektrizität und Energie,GR,EFZ,138,0,138,134,0,134,4,0,4
Elektrizität und Energie,GR,EBA,12,0,12,12,0,12,0,0,0
Elektrizität und Energie,GR,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,AG,abt-total,291,0,291,287,0,287,4,0,4
Elektrizität und Energie,AG,EFZ,291,0,291,287,0,287,4,0,4
Elektrizität und Energie,AG,EBA,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,AG,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,TG,abt-total,126,0,126,125,0,125,1,0,1
Elektrizität und Energie,TG,EFZ,119,0,119,118,0,118,1,0,1
Elektrizität und Energie,TG,EBA,7,0,7,7,0,7,0,0,0
Elektrizität und Energie,TG,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,TI,abt-total,184,0,184,184,0,184,0,0,0
Elektrizität und Energie,TI,EFZ,180,0,180,180,0,180,0,0,0
Elektrizität und Energie,TI,EBA,4,0,4,4,0,4,0,0,0
Elektrizität und Energie,TI,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,VD,abt-total,373,0,373,367,0,367,6,0,6
Elektrizität und Energie,VD,EFZ,341,0,341,335,0,335,6,0,6
Elektrizität und Energie,VD,EBA,32,0,32,32,0,32,0,0,0
Elektrizität und Energie,VD,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,VS,abt-total,218,0,218,214,0,214,4,0,4
Elektrizität und Energie,VS,EFZ,206,0,206,202,0,202,4,0,4
Elektrizität und Energie,VS,EBA,12,0,12,12,0,12,0,0,0
Elektrizität und Energie,VS,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,NE,abt-total,68,0,68,67,0,67,1,0,1
Elektrizität und Energie,NE,EFZ,66,0,66,65,0,65,1,0,1
Elektrizität und Energie,NE,EBA,2,0,2,2,0,2,0,0,0
Elektrizität und Energie,NE,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,GE,abt-total,48,0,48,48,0,48,0,0,0
Elektrizität und Energie,GE,EFZ,45,0,45,45,0,45,0,0,0
Elektrizität und Energie,GE,EBA,3,0,3,3,0,3,0,0,0
Elektrizität und Energie,GE,nReglementiert,0,0,0,0,0,0,0,0,0
Elektrizität und Energie,JU,abt-total,37,0,37,36,0,36,1,0,1
